1,1
2,8
3,8
4,19
5,8
6,19
7,19
8,35
9,8
10,19
11,19
12,38
13,19
14,38
15,35
16,61
17,8
18,17
19,19
20,35
21,19
22,34
23,38
24,62
25,19
26,35
27,38
28,64
29,35
30,62
31,61
32,79
33,8
34,19
35,17
36,35
37,19
38,35
39,35
40,58
41,19
42,35
43,34
44,64
45,38
46,61
47,62
48,85
49,19
50,35
51,35
52,63
53,38
54,64
55,64
56,86
57,35
58,58
59,62
60,86
61,61
62,85
63,79
64,97
65,8
66,19
67,19
68,38
69,17
70,34
71,35
72,62
73,19
74,35
75,35
76,61
77,35
78,64
79,58
80,85
81,19
82,34
83,35
84,64
85,34
86,57
87,64
88,79
89,38
90,64
91,61
92,86
93,62
94,79
95,85
96,105
97,19
98,38
99,35
100,64
101,35
102,64
103,63
104,86
105,38
106,61
107,64
108,86
109,64
110,86
111,86
112,110
113,35
114,62
115,58
116,86
117,62
118,79
119,86
120,109
121,61
122,85
123,85
124,110
125,79
126,105
127,97
128,105
129,8
130,19
131,19
132,35
133,19
134,38
135,38
136,61
137,17
138,35
139,34
140,62
141,35
142,64
143,62
144,79
145,19
146,35
147,35
148,58
149,35
150,64
151,61
152,85
153,35
154,63
155,64
156,86
157,58
158,86
159,85
160,97
161,19
162,38
163,34
164,62
165,35
166,61
167,64
168,85
169,34
170,64
171,57
172,79
173,64
174,86
175,79
176,105
177,38
178,64
179,64
180,86
181,61
182,86
183,86
184,110
185,62
186,86
187,79
188,109
189,85
190,110
191,105
192,105
193,19
194,35
195,38
196,61
197,35
198,62
199,64
200,79
201,35
202,58
203,64
204,85
205,63
206,86
207,86
208,97
209,38
210,62
211,61
212,85
213,64
214,79
215,86
216,105
217,64
218,86
219,86
220,110
221,86
222,109
223,110
224,105
225,35
226,61
227,62
228,79
229,58
230,85
231,86
232,97
233,62
234,85
235,79
236,105
237,86
238,110
239,109
240,105
241,61
242,79
243,85
244,97
245,85
246,105
247,110
248,105
249,79
250,97
251,105
252,105
253,97
254,105
255,105
256,62
257,8
258,11
259,16
260,28
261,16
262,25
263,32
264,48
265,16
266,28
267,31
268,51
269,31
270,45
271,48
272,67
273,16
274,26
275,30
276,54
277,31
278,47
279,52
280,70
281,30
282,52
283,50
284,74
285,47
286,63
287,63
288,89
289,16
290,28
291,28
292,48
293,32
294,49
295,48
296,66
297,31
298,52
299,46
300,64
301,49
302,69
303,61
304,85
305,30
306,52
307,49
308,72
309,51
310,70
311,66
312,93
313,44
314,71
315,62
316,92
317,61
318,85
319,74
320,91
321,16
322,25
323,31
324,45
325,28
326,45
327,46
328,63
329,32
330,49
331,50
332,68
333,46
334,62
335,63
336,82
337,31
338,47
339,48
340,68
341,52
342,70
343,68
344,90
345,51
346,70
347,68
348,90
349,66
350,84
351,80
352,98
353,31
354,45
355,46
356,64
357,46
358,62
359,58
360,81
361,49
362,69
363,61
364,84
365,62
366,86
367,76
368,90
369,47
370,63
371,61
372,84
373,66
374,84
375,80
376,99
377,61
378,85
379,75
380,95
381,74
382,92
383,78
384,101
385,16
386,28
387,31
388,50
389,31
390,45
391,51
392,67
393,28
394,48
395,47
396,63
397,46
398,64
399,61
400,83
401,30
402,54
403,45
404,71
405,48
406,68
407,64
408,88
409,49
410,72
411,65
412,88
413,61
414,84
415,76
416,93
417,31
418,51
419,47
420,63
421,50
422,68
423,65
424,89
425,46
426,64
427,52
428,73
429,61
430,84
431,69
432,89
433,50
434,74
435,65
436,88
437,68
438,90
439,78
440,98
441,62
442,92
443,69
444,89
445,75
446,95
447,77
448,96
449,32
450,48
451,51
452,67
453,46
454,63
455,63
456,75
457,48
458,66
459,65
460,89
461,58
462,81
463,77
464,95
465,52
466,70
467,64
468,88
469,68
470,90
471,83
472,94
473,66
474,93
475,78
476,98
477,80
478,99
479,81
480,106
481,48
482,67
483,61
484,83
485,63
486,82
487,77
488,95
489,61
490,85
491,69
492,89
493,76
494,90
495,66
496,105
497,63
498,89
499,76
500,93
501,80
502,98
503,81
504,106
505,74
506,91
507,77
508,96
509,78
510,101
511,58
512,105
513,8
514,16
515,11
516,28
517,16
